,Post Office,Pin Code,Latitude,Longitude,City,VenueName,VenueLatitude,VenueLongitude,VenueCategory
0,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Doolally Taproom,18.96380865890176,72.80769462764823,Brewery
1,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Crossword,18.963473908470725,72.80777306112464,Bookstore
2,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Francesco's Pizzeria,18.96478038379596,72.80463029311528,Pizza Place
3,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Sushi and More,18.96513699842837,72.80395157815201,Japanese Restaurant
4,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Love Sugar Dough,18.964757056320078,72.80445555072953,Bakery
5,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,China Garden,18.963902813593037,72.80705247408125,Bar
6,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Gustoso,18.964198,72.807726,Pizza Place
7,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,symphony,18.963346739565118,72.81025132774622,Restaurant
8,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Muchhad Paanwala,18.964982121011936,72.8041291744062,Snack Place
9,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Vicinia,18.964681306725712,72.8046462161903,Italian Restaurant
10,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,B:Blunt,18.96041,72.809329,Salon / Barbershop
11,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Starbucks,18.963768,72.80728,Coffee Shop
12,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Jean-Claude Biguine,18.964785403463107,72.80498287952192,Salon / Barbershop
13,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Naturals Ice Cream,18.962431779970938,72.80147103982321,Dessert Shop
14,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Coffee Break,18.966000815179623,72.80368074375664,Coffee Shop
15,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Moshe's,18.963437500081216,72.80781003610176,Café
16,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Breach Candy,18.968602442443252,72.8037863288681,Other Great Outdoors
17,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,di bella,18.965555598917025,72.80700445316842,Café
18,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Tejpal Hall,18.96276855027606,72.80907792391726,Concert Hall
19,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Subway,18.964736607152574,72.80444994846334,Sandwich Place
20,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Tulips Ristorante,18.964929029677727,72.80413744820792,Café
21,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Gulmurg,18.964338788639303,72.8060595276518,Indian Restaurant
22,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Under The Banyan Tree,18.969327625799465,72.80834388271732,Café
23,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Sun Veg Restaurant,18.966977532379673,72.80405511778963,Indian Restaurant
24,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,210°Veg Gourmet Bakery,18.96182828788107,72.80213713645935,Bakery
25,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,August Kranti Maidan,18.963433226008846,72.81008323144995,Park
26,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Moshe's @ Crosswords,18.963463,72.807771,Breakfast Spot
27,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Hobby Ideas,18.963876627973764,72.80778586864471,Hobby Shop
28,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Delifresh,18.964983862636554,72.80399322509766,Bakery
29,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Mafco Farm Fair ¤,18.965941974972885,72.80364103301606,Chinese Restaurant
30,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Matru ashish stop,18.963904073432364,72.80304768929618,Bus Station
31,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Cocoberry,18.964326201049918,72.80264951548025,Dessert Shop
32,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Om Cold and Sweet panwala,18.966640760287625,72.80362798317744,Smoke Shop
33,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Premsons,18.9670074221478,72.80401715327861,Department Store
34,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Ministry of Salads,18.966871512996093,72.80357335714056,Salad Place
35,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Hotel Royal Castle,18.96349414735894,72.81000120034291,Hotel
36,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Grandmama's Cafe,18.963536197628105,72.81006126026615,Cafeteria
37,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,ave 29,18.961113263682957,72.80925103851189,Art Gallery
38,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,PDP park,18.962518551718237,72.80145499015912,Soccer Field
39,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Rajesh Frankie,18.968583878022176,72.80323234939749,Fast Food Restaurant
40,August Kranti Marg,400036,18.9643104,72.8062438,Mumbai,Moksh - The Wellness Place,18.96916668277909,72.80404418706894,Yoga Studio
41,Aarey Milk Colony,400065,19.1561292,72.8707223,Mumbai,Godrej Interio,19.15820184598222,72.86870956420898,Furniture / Home Store
42,Aarey Milk Colony,400065,19.1561292,72.8707223,Mumbai,Panchvati Fast Food Corner,19.15762809596761,72.87450648963448,Fast Food Restaurant
43,Aarey Milk Colony,400065,19.1561292,72.8707223,Mumbai,Chota Kashmir Boating,19.160905232933896,72.87248158416145,Lake
44,Andheri (East),400069,19.1158835,72.854202,Mumbai,Maharaja Restaurant,19.116154809545993,72.85581626501495,Indian Restaurant
45,Andheri (East),400069,19.1158835,72.854202,Mumbai,King chilly,19.11065238563932,72.85296431874953,Chinese Restaurant
46,Andheri (East),400069,19.1158835,72.854202,Mumbai,Domino's Pizza,19.11449,72.85015,Pizza Place
47,Andheri (East),400069,19.1158835,72.854202,Mumbai,Bisleri Chaatwala,19.110538098443268,72.85406051188238,Food Truck
48,Andheri (East),400069,19.1158835,72.854202,Mumbai,Regency,19.11381682204743,72.85281826610498,Chinese Restaurant
49,Andheri (East),400069,19.1158835,72.854202,Mumbai,Hotel Suba Galaxy,19.114408849516508,72.85185155189545,Hotel
50,Andheri (East),400069,19.1158835,72.854202,Mumbai,Canon India Pvt. Ltd.,19.116400070471503,72.85504308726121,Camera Store
51,Andheri (East),400069,19.1158835,72.854202,Mumbai,Landmark,19.116543216720547,72.85563454152596,Shopping Mall
52,Andheri (East),400069,19.1158835,72.854202,Mumbai,Hare Rama Hare Krishna,19.115644148110952,72.85701795713408,Indian Restaurant
53,Andheri (East),400069,19.1158835,72.854202,Mumbai,Vishal Hall Dosawala,19.117897256671412,72.85235852568374,Food Truck
54,Andheri (East),400069,19.1158835,72.854202,Mumbai,Hotel JK Regency,19.11960200372634,72.85575094737561,Hotel
55,Andheri (East),400069,19.1158835,72.854202,Mumbai,Hotel Imperial Palace Mumbai,19.11852285682754,72.85085269065729,Yoga Studio
56,Andheri (West),400058,19.1172495,72.833968,Mumbai,Shree Gangour Sweets,19.115077614539207,72.83436582858621,Indian Restaurant
57,Andheri (West),400058,19.1172495,72.833968,Mumbai,Tewari Bros Sweets,19.11530465003514,72.83450051026293,Indian Restaurant
58,Andheri (West),400058,19.1172495,72.833968,Mumbai,Tiwari Bros. Mithaiwala,19.115056269910802,72.8344956058685,Indian Restaurant
59,Andheri (West),400058,19.1172495,72.833968,Mumbai,The Bar Stock Exchange (Juhu),19.11543877672241,72.83472827153204,Pub
60,Andheri (West),400058,19.1172495,72.833968,Mumbai,Quench- All Day Pub,19.11453791935084,72.83620406918541,Pub
61,Andheri (West),400058,19.1172495,72.833968,Mumbai,Starbucks Coffee : A Tata Alliance,19.114568642889374,72.83620488457646,Coffee Shop
62,Andheri (West),400058,19.1172495,72.833968,Mumbai,Goa Bhavan,19.11448253866574,72.83127441311439,Indian Restaurant
63,Andheri (West),400058,19.1172495,72.833968,Mumbai,Jacky Bhel Puri,19.11363278970635,72.83470196944536,Indian Restaurant
64,Andheri (West),400058,19.1172495,72.833968,Mumbai,The Golconda Bowl,19.114441929871703,72.83614001858267,Indian Restaurant
65,Andheri (West),400058,19.1172495,72.833968,Mumbai,Gongurra,19.117780520064752,72.82936441128317,Vegetarian / Vegan Restaurant
66,Andheri (West),400058,19.1172495,72.833968,Mumbai,Powerhouse Gym,19.115929967213468,72.83015077063133,Gym / Fitness Center
67,Andheri (West),400058,19.1172495,72.833968,Mumbai,Aromas Cafe,19.11433209750968,72.8364604980849,Café
68,Andheri (West),400058,19.1172495,72.833968,Mumbai,Cafe Grain & Bagel,19.11464368902312,72.83635188231077,Bagel Shop
69,Andheri (West),400058,19.1172495,72.833968,Mumbai,The Club,19.12154882566184,72.83193204888225,Gym / Fitness Center
70,Andheri (West),400058,19.1172495,72.833968,Mumbai,Hawaiian Shack,19.11470912920257,72.8361581858679,Nightclub
71,Andheri (West),400058,19.1172495,72.833968,Mumbai,Seven Hills,19.116724165967064,72.83412633271607,Hotel Bar
72,Andheri (West),400058,19.1172495,72.833968,Mumbai,The Center for Arts & Crafts,19.115020611121707,72.83405709393772,Arts & Crafts Store
73,Andheri (West),400058,19.1172495,72.833968,Mumbai,Mr. Baozi - Gastro Pub,19.114969,72.834622,Asian Restaurant
74,Andheri (West),400058,19.1172495,72.833968,Mumbai,Mumbai tawa,19.12047276275382,72.82974982627766,Snack Place
75,Andheri (West),400058,19.1172495,72.833968,Mumbai,Spice 52,19.114488,72.836113,Indian Restaurant
76,Andheri (West),400058,19.1172495,72.833968,Mumbai,Noble Chemist,19.114344039449122,72.83061820987709,Pharmacy
77,Andheri (West),400058,19.1172495,72.833968,Mumbai,Pet Pamperer,19.118170705165543,72.82896221989112,Pet Store
78,Antop Hill,400037,19.0207608,72.8652556,Mumbai,Malvani Days,19.01898445229697,72.86536255107613,Diner
79,Antop Hill,400037,19.0207608,72.8652556,Mumbai,naaz supermarket,19.022164168183917,72.86328421578305,Grocery Store
80,Antop Hill,400037,19.0207608,72.8652556,Mumbai,Wadala Skywalk,19.018420714426526,72.86442217690924,Trail
81,Antop Hill,400037,19.0207608,72.8652556,Mumbai,"Bansuri, restaurant n bar",19.018613305559544,72.86328564620052,Bar
82,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Britannia & Co.,18.934683361330222,72.8401828706296,Parsi Restaurant
83,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
84,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Dakshin Bar And Kitchen,18.93648945230135,72.83748977150547,Seafood Restaurant
85,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Café Universal,18.936020671277102,72.83745296372305,Irani Cafe
86,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,National Hindu,18.935087752479248,72.84037072412771,Indian Restaurant
87,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Ballard Pier,18.934508822953653,72.84027696569358,Plaza
88,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Ideal Corner,18.934961470035777,72.83405011234707,Indian Restaurant
89,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
90,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,The Clearing House,18.935328221472208,72.83826324402152,Lounge
91,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Chhatrapati Shivaji Maharaj Terminus,18.940088330432033,72.83525722997862,Train Station
92,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Cafe Excelsior,18.937701207635694,72.8335661466234,Café
93,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
94,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
95,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
96,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
97,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
98,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,grand hotel,18.936234439993832,72.84072439577467,Hotel
99,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Model Cafe,18.936026566853354,72.84041814559212,Café
100,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Kaboom,18.936023889132862,72.84016734038651,Asian Restaurant
101,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,The Tank,18.936096194771174,72.841107808521,Clothing Store
102,Ballard Estate,400038,18.9366512,72.8391325,Mumbai,Naval Dockyard,18.931887984986997,72.83861527153245,Outdoors & Recreation
103,Bandra (East),400051,19.0616565,72.8498111,Mumbai,MIG Cricket Club,19.057460617781775,72.84770643608498,Sports Club
104,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Saheb Restaurant and Bar,19.059720177704147,72.84696433105717,Indian Restaurant
105,Bandra (East),400051,19.0616565,72.8498111,Mumbai,MIG Club Cloud 9 Bar,19.057416515616918,72.84770514534125,Bar
106,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Domino's Pizza,19.061311443040015,72.8494080033641,Pizza Place
107,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Sadichha,19.05812852590663,72.84769991017198,Indian Restaurant
108,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Chinar lounge,19.06084478701893,72.85011108676964,Indian Restaurant
109,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Cafe Coffee Day,19.060823671195273,72.84665822740081,Café
110,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Pandara Road,19.06204697150799,72.84973340493269,Indian Restaurant
111,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Anna Chi,19.06040988786758,72.85110654855758,Fast Food Restaurant
112,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Amohaa Spa,19.06077959807714,72.85130271129879,Spa
113,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Tender Fresh Ice Cream,19.06208214773649,72.84681400656042,Ice Cream Shop
114,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Hotel Amey,19.057456621724278,72.84768636800327,Restaurant
115,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Kherwadi Bus Stop,19.061857516394497,72.84658899218671,Bus Station
116,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Italian Pizzas,19.058700027721002,72.8513460275445,Italian Restaurant
117,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Rajyog Restaurant,19.059968998388634,72.84682554575345,Diner
118,Bandra (East),400051,19.0616565,72.8498111,Mumbai,Fitness First Platinum,19.058826851323317,72.85416170573114,Gym
119,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Almeida Park,19.057656373506948,72.83154140498996,Park
120,Bandra (West),400050,19.0583358,72.8302669,Mumbai,XVII Tea Room,19.05952567663164,72.82924728335747,Café
121,Bandra (West),400050,19.0583358,72.8302669,Mumbai,St. Andrew's Auditorium,19.056678114839823,72.82867021824461,College Auditorium
122,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Indigo Deli,19.06171028998035,72.82997150211034,Deli / Bodega
123,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Mac Craig,19.061541991030687,72.82889362096834,Bakery
124,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Pali Bhavan,19.06208863111207,72.8294592044777,Indian Restaurant
125,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Godrej Nature's Basket,19.055509463847304,72.83193507717596,Gourmet Shop
126,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Nature's Basket,19.05553322824323,72.83177797317528,Gourmet Shop
127,Bandra (West),400050,19.0583358,72.8302669,Mumbai,La Folie,19.055033318788375,72.8292600602837,Bakery
128,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Suzette,19.06152590248658,72.82908067105699,French Restaurant
129,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Punjab Sweet House And Restaurant,19.06255314675695,72.82942295777715,Indian Restaurant
130,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Candies,19.061176223187175,72.82663421803241,Bakery
131,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Pali Village Café,19.062056,72.829506,Café
132,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Hearsch Bakery,19.055119886795794,72.82700605766848,Bakery
133,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Wok Express,19.062319585064923,72.82955517194748,Chinese Restaurant
134,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Karachi sweets n chaat,19.05512351190259,72.83149909194438,Snack Place
135,Bandra (West),400050,19.0583358,72.8302669,Mumbai,iThinkFitness,19.061040067814883,72.83260804253739,Gym / Fitness Center
136,Bandra (West),400050,19.0583358,72.8302669,Mumbai,IMBISS Meating Joint,19.053815652610098,72.82985059681968,German Restaurant
137,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Toto’s Garage,19.062401412096985,72.82984348227362,Pub
138,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Ray’s Café and Pizzeria,19.05499246355498,72.82835358154533,Pizza Place
139,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Elco Veg Restaurant,19.055791372778778,72.83325257128638,Snack Place
140,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Kitchen Garden by Suzette,19.06154546724086,72.82926199440713,Salad Place
141,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Chocolateria San Churro,19.061917933615774,72.83447969968148,Dessert Shop
142,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Jai Hind Lunch Home,19.063020178888646,72.82939367421633,Seafood Restaurant
143,Bandra (West),400050,19.0583358,72.8302669,Mumbai,The Bandra Project,19.060332065434352,72.82947223889559,Italian Restaurant
144,Bandra (West),400050,19.0583358,72.8302669,Mumbai,A Chocolate Affair,19.062715420300837,72.82935210803005,Arcade
145,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Bandra Gymkhana,19.058725523035374,72.82614832149801,Event Space
146,Bandra (West),400050,19.0583358,72.8302669,Mumbai,145 Bandra,19.06033041015451,72.82957059346954,Café
147,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Golconda Bowl,19.055976521810276,72.83418851936942,Indian Restaurant
148,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Title Waves,19.061019244447017,72.83255049308453,Bookstore
149,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Hakkasan,19.060594191664677,72.83442818722021,Asian Restaurant
150,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Starbucks,19.059958,72.8322,Coffee Shop
151,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Pali Market,19.062740864838272,72.82833555711356,Farmers Market
152,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Gold's Gym,19.061459407502827,72.82928534077077,Gym / Fitness Center
153,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Soul Fry,19.06273857286659,72.82809408684619,Seafood Restaurant
154,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Mamagoto,19.054876495307813,72.82839535179241,Asian Restaurant
155,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Sahibaan,19.059373680497693,72.82958191919478,Indian Restaurant
156,Bandra (West),400050,19.0583358,72.8302669,Mumbai,A-1 Bakery,19.054723825158238,72.82633684687082,Bakery
157,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Pagal Pan Bhandar,19.059495052319782,72.82961952038278,Smoke Shop
158,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Elco Chat Corner,19.055762166881593,72.83321593299348,Indian Restaurant
159,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Gondola's,19.06272486255789,72.82817685484878,Restaurant
160,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Birdsong Café,19.054283169868402,72.82751633003814,Café
161,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Yacht Bar & Restaurant,19.055232326889726,72.83080995082855,Bar
162,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Chéron,19.055253954057882,72.83064520513383,Café
163,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Natural Ice Cream,19.055038089975508,72.82673846912485,Ice Cream Shop
164,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Poco Loco,19.062411091249636,72.82969146875122,Spanish Restaurant
165,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Di Bella Coffee,19.061036194214445,72.83252619915119,Café
166,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Barbeque Nation,19.056236459180184,72.8341671323342,BBQ Joint
167,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Five Spice Restraunt,19.05954991714048,72.83069437357736,Arcade
168,Bandra (West),400050,19.0583358,72.8302669,Mumbai,"Di Bella Coffee - Title Waves, Bandra",19.061029293280647,72.83252103451944,Coffee Shop
169,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Janata Bar,19.063047000912935,72.82938597471085,Bar
170,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Santé,19.054995849437468,72.8282757562969,Bar
171,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Jai Hind,19.05606490713528,72.83488535462942,Seafood Restaurant
172,Bandra (West),400050,19.0583358,72.8302669,Mumbai,D'Monte Park Recreation Centre,19.059629587422016,72.82599507232585,Event Space
173,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Lemon Leaf,19.059541945498374,72.8296174624236,Asian Restaurant
174,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Janta Bar,19.063076976375058,72.82941090308012,Bar
175,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Sweetish House Mafia,19.060654934053144,72.82960846121968,Dessert Shop
176,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Cafe Coffee Day,19.059539,72.829368,Café
177,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Fendi Boutique,19.055853227491234,72.83252998919797,Clothing Store
178,Bandra (West),400050,19.0583358,72.8302669,Mumbai,BuSaGo,19.061527376175988,72.82918125153506,Asian Restaurant
179,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Jim-me's Kitchen,19.054068584589526,72.83071115332166,Chinese Restaurant
180,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Eat Around The Corner,19.062372743279774,72.83260659109773,Sandwich Place
181,Bandra (West),400050,19.0583358,72.8302669,Mumbai,American Express Bakery,19.05479504313943,72.82677376045608,Bakery
182,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Trios,19.055567666495755,72.83215301982818,Women's Store
183,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Papa Pancho Da Dhaba,19.0615182974156,72.82913209464668,Indian Restaurant
184,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Le Rêve (Globus Cinema),19.056014292525585,72.8339514796647,Indie Movie Theater
185,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Jam Jar Diner Bandra,19.05490611340815,72.82848361870806,Café
186,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Cuckoo Club by The Hive,19.061222617347486,72.82652758921921,Comedy Club
187,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Mama Mia,19.055767118543354,72.83452920697164,Pizza Place
188,Bandra (West),400050,19.0583358,72.8302669,Mumbai,The Irish House,19.061574849912912,72.82950646240818,Pub
189,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Crossword,19.059502583962285,72.83166238044917,Bookstore
190,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Grand Residency,19.061726094843575,72.83268207872672,Hotel
191,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Sigdi Restaurant,19.061570547439317,72.8332708579389,Indian Restaurant
192,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Amrut Sagar,19.05544460785434,72.8323802947709,Vegetarian / Vegan Restaurant
193,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Tiffins,19.05935174253765,72.82956009138826,Chinese Restaurant
194,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Temptations,19.05611506394953,72.8341389892493,Pub
195,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Ground Zero,19.054807662963867,72.82814025878906,Bar
196,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Cocoa Café Ristorante,19.05490504997565,72.82822208261474,Mediterranean Restaurant
197,Bandra (West),400050,19.0583358,72.8302669,Mumbai,"Tavaa, bandra west",19.05962600361791,72.83223994526399,Indian Restaurant
198,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Shiv Sagar,19.062414674369343,72.83070540066156,Indian Restaurant
199,Bandra (West),400050,19.0583358,72.8302669,Mumbai,McDonald's,19.054657,72.82826,Fast Food Restaurant
200,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Hunger Pangs,19.055373140073005,72.83164909989173,Burger Joint
201,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Balaji Restaurant,19.055208711005275,72.83063852168183,Indian Restaurant
202,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Snack Shack,19.06257935264589,72.82943551697308,Fast Food Restaurant
203,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Bagelwala!,19.06046392990376,72.83177560983479,Bagel Shop
204,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Stomach,19.05966573132982,72.83417975077823,Chinese Restaurant
205,Bandra (West),400050,19.0583358,72.8302669,Mumbai,shree sagar veg restaurant,19.062440352351018,72.83077506599527,Indian Restaurant
206,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Tea Villa Cafe,19.055932112826472,72.8339731720253,Café
207,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Marks & Spencer,19.05605329174401,72.8340624055062,Men's Store
208,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Yoko Sizzlers,19.056027870357056,72.83470705998697,Steakhouse
209,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Kaitlyn's Beer Garden,19.054848104352995,72.82822151921529,Beer Garden
210,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Venky's XPRS,19.05998879356203,72.83407954403754,Fried Chicken Joint
211,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Globus,19.055865494464218,72.83375128909813,Clothing Store
212,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Moti Mahal,19.059378450454247,72.8341913751767,Indian Restaurant
213,Bandra (West),400050,19.0583358,72.8302669,Mumbai,KFC Restaurant,19.056093622561917,72.83410730931328,Fried Chicken Joint
214,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Cafe Andora,19.05725953075036,72.82764790205938,Café
215,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Elco Arcade Shopping Centre,19.0560953801841,72.83321193748864,Shopping Mall
216,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Five Spice,19.06251068232204,72.82950964986381,Chinese Restaurant
217,Bandra (West),400050,19.0583358,72.8302669,Mumbai,Soulfry,19.05945030848463,72.82661381064807,Indian Restaurant
218,Bandra (West),400050,19.0583358,72.8302669,Mumbai,The Junkyard cafe,19.054932537293716,72.82823278467657,Bar
219,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,Natural's Ice Cream,19.173182138794544,72.8357450720459,Ice Cream Shop
220,Bangur Nagar,400090,19.1688142,72.8336777,Mumbai,HyperCITY,19.171223859349794,72.83538248683949,Department Store
